trial,selected_by,error,use_standard_sl_tp,stop_loss_parameter_binance,take_profit_parameter_binance,activation_threshold,trailing_distance,adjustment_step,third_level_trailing_distance,enable_breakeven,enable_trailing_take_profit,filtering_active,beobachten_active,seite,min_price_change_pct_min,min_price_change_pct_max,price_change_lookback_minutes,symbol_observation_hours,close_position,allow_short,allow_long,filter_previous_day,previous_day_direction,require_timeframe_alignment,ema_fast_parameter,ema_slow_parameter,ema_baseline_parameter,back_trend_periode,min_trend_strength_parameter,min_trend_duration_parameter,rsi_period,rsi_buy,rsi_sell,rsi_exit_overbought,rsi_exit_oversold,volume_sma,volume_multiplier,volume_entry_multiplier,min_volume,use_momentum_check,momentum_lookback,momentum,use_bb,bb_period,bb_deviation,use_macd,macd_fast_period,macd_slow_period,macd_signal_period,use_adx,adx_period,adx_threshold,use_vwap,use_advanced_vwap,advanced_vwap_std_threshold,use_obv,obv_period,use_chaikin_money_flow,cmf_period,cmf_threshold,interval_int_2,interval_int_3,symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent,advanced_vwap_periods,take_profit_levels,take_profit_size_percentages
1,Random (Initial Phase),,False,0.99,1.0,0.65,3.62,1.45,3.29,False,True,False,False,both,3.27,23.48,410,9,False,True,True,False,bullish,False,20,70,111,3,1.72,3,28,67,28,79,6,42,1.81,1.72,0.7973,True,10,0.3242,False,11,1.73,False,20,58,13,True,23,18.8,True,False,0.89,False,11,True,31,-0.2,5m,5m,,87.0,0.6666666666666666,47.98602321234642,30.591239672812044,1.62728527070495,0.5515634851993841,13.049550347232982,0.4999999999999924,0.0,45.0,37.0,0.0,32.0,0.0,0.0,39.47368421052632,32.45614035087719,0.0,28.07017543859649,0.0,0.0,"[34, 119, 186]","[1.1, 2.2, 4.6]","[33.33, 33.33, 33.33]"
1,Random (Initial Phase),,False,0.99,1.0,0.65,3.62,1.45,3.29,False,True,False,False,both,3.27,23.48,410,9,False,True,True,False,bullish,False,20,70,111,3,1.72,3,28,67,28,79,6,42,1.81,1.72,0.7973,True,10,0.3242,False,11,1.73,False,20,58,13,True,23,18.8,True,False,0.89,False,11,True,31,-0.2,5m,5m,,234.0,0.6452991452991453,-183.58814078793208,734.3525631517284,0.553591291991712,-0.7845647042219319,25.870256029282043,0.6730769230769218,0.0,52.0,148.0,32.0,27.0,0.0,0.0,20.07722007722008,57.14285714285714,12.355212355212355,10.424710424710424,0.0,0.0,"[34, 119, 186]","[1.1, 2.2, 4.6]","[33.33, 33.33, 33.33]"
2,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0561,0.0681,0.0,1.0,0.1,1.0,False,False,False,False,short,1.43,26.1,711,10,True,True,True,False,bearish,False,20,79,125,5,4.41,8,17,84,17,86,5,48,2.11,1.26,0.3232,False,36,0.6438,True,29,1.78,True,20,28,11,False,35,32.2,True,False,0.89,True,12,True,22,-0.01,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[10, 102, 278]",[6.8],[100.0]
3,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0421,0.0491,0.0,1.0,0.1,1.0,False,False,False,False,long,0.73,9.72,351,1,True,True,True,False,bullish,False,19,77,74,18,1.98,9,20,68,34,78,11,21,2.32,1.57,0.5451,False,36,0.6438,True,13,2.14,True,17,59,18,True,13,25.8,True,False,0.89,True,8,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[23, 141, 234]",[4.9],[100.0]
4,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0427,0.0517,0.0,1.0,0.1,1.0,False,False,False,False,short,0.52,23.35,696,3,True,True,True,False,bearish,False,4,93,155,9,4.89,6,25,76,29,83,7,11,4.45,2.83,0.6692,True,33,0.1405,False,11,1.73,True,11,56,11,True,19,30.2,True,True,0.91,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[13, 91, 231]",[5.2],[100.0]
5,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.99,3.72,0.67,1.0,False,False,False,False,long,2.14,26.92,475,6,False,True,True,False,bearish,False,27,37,131,15,4.34,1,9,85,16,94,1,50,4.15,2.77,0.0662,True,14,0.6161,True,40,3.88,True,23,57,20,False,35,32.2,False,True,2.1,True,17,True,10,0.25,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 101, 219]","[2.7, 4.2]","[50.0, 50.0]"
6,Random (Initial Phase),,False,0.99,1.0,0.11,5.65,0.53,1.69,True,True,False,False,both,1.81,37.58,608,3,True,True,True,False,bearish,False,25,93,245,15,4.01,10,30,66,34,89,3,21,4.22,1.32,0.6772,False,36,0.6438,False,11,1.73,False,20,58,13,True,34,22.0,True,False,0.89,True,11,False,1,0.0,5m,5m,,5.0,0.8,-5.051304436752488,30.61987932710972,0.349045622258687,-1.0102608873504977,0.4455971554647063,0.4499999999999989,0.0,1.0,4.0,0.0,1.0,0.0,0.0,16.666666666666664,66.66666666666666,0.0,16.666666666666664,0.0,0.0,"[45, 70, 158]","[0.5, 2.1, 4.9]","[33.33, 33.33, 33.33]"
7,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0615,0.0698,0.0,1.0,0.1,1.0,False,False,False,False,both,1.2,41.35,691,1,True,True,True,False,bullish,False,9,85,181,4,1.73,9,15,62,16,98,15,45,4.33,1.2,0.5982,True,3,0.3391,True,17,2.4,True,20,33,19,False,35,32.2,False,True,1.32,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[40, 114, 183]",[7.0],[100.0]
8,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0286,0.0323,0.0,1.0,0.1,1.0,False,False,False,False,short,2.18,49.45,522,5,True,True,True,False,bullish,False,26,34,91,20,1.55,4,29,65,16,86,11,31,1.16,2.22,0.8443,True,34,0.2421,False,11,1.73,True,22,42,10,False,35,32.2,False,True,0.53,True,14,True,35,0.16,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 68, 164]",[3.2],[100.0]
9,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0174,0.0518,0.0,1.0,0.1,1.0,False,False,False,False,both,1.94,40.51,367,3,False,True,True,False,bullish,False,24,59,214,5,1.96,1,8,64,45,92,29,32,4.83,2.9,0.0671,True,3,0.4783,True,14,3.27,False,20,58,13,False,35,32.2,True,True,1.21,True,17,True,22,0.26,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[36, 80, 292]",[5.2],[100.0]
10,Random (Initial Phase),,False,0.99,1.0,0.51,2.37,0.44,1.0,False,False,False,False,long,2.62,9.83,97,11,True,True,True,False,bullish,False,9,57,95,10,2.76,8,12,83,38,88,5,45,2.52,2.04,0.4149,True,15,0.1506,False,11,1.73,True,16,29,8,True,29,33.8,False,False,0.89,True,14,True,15,0.24,5m,5m,,34.0,0.1764705882352941,-92.62212814449713,438.4471602816082,0.342836794837522,-2.724180239544033,7.63380275185664,0.7499999999999749,0.0,22.0,4.0,8.0,7.0,0.0,0.0,53.65853658536586,9.75609756097561,19.51219512195122,17.073170731707318,0.0,0.0,"[14, 123, 275]",[2.8],[100.0]
11,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0258,0.0434,0.0,1.0,0.1,1.0,False,False,False,False,long,1.56,44.12,492,1,False,True,True,False,bearish,False,27,92,120,14,2.62,7,29,67,33,80,9,57,2.79,2.8,0.1009,False,36,0.6438,True,45,3.14,False,20,58,13,False,35,32.2,False,True,0.89,False,11,True,27,0.14,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 108, 186]",[4.3],[100.0]
12,Random (Initial Phase),,False,0.99,1.0,0.52,1.96,0.78,1.0,False,False,False,False,short,4.99,14.09,500,1,False,True,True,False,bearish,False,28,133,58,4,2.85,6,25,83,38,84,27,18,3.2,1.01,0.7112,True,2,0.4101,False,11,1.73,True,22,43,11,False,35,32.2,True,False,0.89,True,25,False,1,0.0,5m,5m,,14.0,0.5,-13.4554509005484,58.704542801362926,0.5318585680078485,-0.9611036357534573,2.256297031740963,0.749999999999991,0.0,9.0,5.0,0.0,4.0,0.0,0.0,50.0,27.77777777777778,0.0,22.22222222222222,0.0,0.0,"[19, 134, 265]","[1.0, 4.9]","[50.0, 50.0]"
13,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0387,0.023,0.0,1.0,0.1,1.0,False,False,False,False,long,3.99,25.73,289,9,False,True,True,False,bullish,False,16,37,60,14,1.87,8,16,78,28,87,15,42,5.0,1.35,0.4666,True,11,0.6502,True,33,2.48,False,20,58,13,False,35,32.2,True,True,1.94,True,5,True,32,-0.15,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[11, 133, 175]",[2.3],[100.0]
14,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.23,0.63,0.8,1.0,False,False,False,False,short,4.64,5.42,324,8,False,True,True,False,bullish,False,17,73,161,7,2.92,2,21,55,29,79,21,22,4.63,1.46,0.1768,True,23,0.6151,True,12,2.16,False,20,58,13,True,38,36.2,True,True,1.8,False,11,True,20,-0.21,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[36, 67, 296]","[4.1, 4.9]","[50.0, 50.0]"
15,Random (Initial Phase),No trades or total_symbol_performance.csv not generated,True,0.0575,0.0483,0.0,1.0,0.1,1.0,False,False,False,False,short,0.83,26.67,105,2,False,True,True,False,bullish,False,19,75,129,16,3.11,10,26,65,37,79,23,60,2.75,2.57,0.7648,True,17,0.6808,False,11,1.73,False,20,58,13,True,13,27.3,True,True,1.47,True,18,True,8,-0.03,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[43, 93, 175]",[4.8],[100.0]
16,Random (Waiting for Data: 5/10),No trades or total_symbol_performance.csv not generated,True,0.0437,0.0183,0.0,1.0,0.1,1.0,False,False,False,False,short,3.94,25.92,534,5,True,True,True,False,bearish,False,5,81,81,18,4.29,2,26,60,26,98,18,13,1.74,2.15,0.5281,True,30,0.1304,False,11,1.73,True,18,44,20,False,35,32.2,False,False,0.89,True,24,True,36,-0.28,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[44, 118, 250]",[1.8],[100.0]
17,Random (Waiting for Data: 5/10),No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.8,0.74,0.42,5.37,False,True,False,False,short,2.3,32.23,380,8,False,True,True,False,bearish,False,12,31,238,15,3.91,4,15,56,34,83,24,50,3.69,1.71,0.9549,False,36,0.6438,False,11,1.73,False,20,58,13,True,12,25.1,False,False,0.89,False,11,True,15,-0.05,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 99, 165]","[0.7, 1.9, 4.2]","[33.33, 33.33, 33.33]"
18,Random (Waiting for Data: 5/10),,False,0.99,1.0,0.37,0.35,1.26,1.0,True,False,False,False,both,2.18,33.87,543,5,False,True,True,False,bearish,False,26,63,66,7,2.49,3,25,80,41,90,26,29,2.93,0.84,0.6996,False,36,0.6438,False,11,1.73,False,20,58,13,True,35,21.7,False,True,1.41,True,27,False,1,0.0,5m,5m,,12.0,0.1666666666666666,6.565475012500146,22.05810137499965,1.5952892228468352,0.5471229177083455,2.7122749875,0.7499999999999757,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[42, 73, 246]","[3.6, 4.4]","[50.0, 50.0]"
19,Random (Waiting for Data: 6/10),No trades or total_symbol_performance.csv not generated,True,0.0571,0.0374,0.0,1.0,0.1,1.0,False,False,False,False,both,1.51,45.49,444,10,False,True,True,False,bearish,False,3,118,152,8,0.45,6,17,80,34,84,25,44,2.08,2.14,0.4008,False,36,0.6438,False,11,1.73,False,20,58,13,True,20,39.8,True,True,1.55,False,11,True,27,0.08,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[33, 63, 296]",[3.7],[100.0]
20,Random (Waiting for Data: 6/10),No trades or total_symbol_performance.csv not generated,True,0.0413,0.0638,0.0,1.0,0.1,1.0,False,False,False,False,short,2.92,15.09,267,10,False,True,True,False,bearish,False,8,79,176,11,3.86,6,24,82,18,92,4,22,3.28,0.71,0.0599,False,36,0.6438,True,15,3.92,False,20,58,13,True,37,17.0,True,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[34, 119, 159]",[6.4],[100.0]
21,Random (Waiting for Data: 6/10),,False,0.99,1.0,0.66,1.56,1.43,1.0,False,False,False,False,long,2.78,49.32,136,6,False,True,True,False,bearish,False,30,99,82,13,3.13,6,24,65,40,82,13,33,2.01,1.32,0.8055,False,36,0.6438,False,11,1.73,False,20,58,13,True,27,21.7,False,True,1.15,True,10,True,33,-0.09,5m,5m,,7.0,0.7142857142857143,8.130342937453456,3.047103420775896,8.243669400912195,1.1614775624933509,0.897619360388538,0.7499999999999798,0.0,3.0,4.0,0.0,2.0,0.0,0.0,33.33333333333333,44.44444444444444,0.0,22.22222222222222,0.0,0.0,"[36, 121, 162]","[0.9, 4.0]","[50.0, 50.0]"
22,Random (Waiting for Data: 7/10),,False,0.99,1.0,0.48,1.26,1.15,1.0,True,False,False,False,short,2.02,10.49,340,1,True,True,True,False,bearish,False,4,40,111,14,2.32,9,7,68,22,77,21,59,2.32,1.14,0.6178,False,36,0.6438,True,24,3.49,True,21,53,8,False,35,32.2,True,True,1.56,False,11,False,1,0.0,5m,5m,,39.0,0.4358974358974359,17.86896905335734,38.17827434652409,1.421568034847756,0.4581786936758292,8.736454869904902,0.7499999999999928,0.0,37.0,1.0,0.0,29.0,0.0,0.0,55.223880597014926,1.4925373134328357,0.0,43.28358208955223,0.0,0.0,"[13, 81, 239]",[4.7],[100.0]
23,Random (Waiting for Data: 8/10),No trades or total_symbol_performance.csv not generated,True,0.032,0.068,0.0,1.0,0.1,1.0,False,False,False,False,short,3.8,6.82,559,8,False,True,True,False,bullish,False,13,81,68,5,2.08,1,28,79,23,83,8,49,3.54,0.73,0.5375,True,4,0.2308,True,46,1.92,False,20,58,13,True,14,33.4,False,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 150, 177]",[6.8],[100.0]
24,Random (Waiting for Data: 8/10),,False,0.99,1.0,0.42,5.24,0.63,1.0,False,False,False,False,long,1.69,24.97,198,3,False,True,True,False,bullish,False,10,109,202,8,3.96,2,7,70,33,87,11,38,0.99,2.27,0.4846,False,36,0.6438,False,11,1.73,True,13,43,9,True,10,36.2,False,True,1.76,True,25,True,18,0.28,5m,5m,,16.0,0.3125,-39.18237122649883,180.593592349525,0.2910787345859391,-2.448898201656177,3.594785586461983,0.7499999999999721,0.0,2.0,2.0,12.0,2.0,0.0,0.0,11.11111111111111,11.11111111111111,66.66666666666666,11.11111111111111,0.0,0.0,"[41, 113, 169]",[1.7],[100.0]
25,Random (Waiting for Data: 9/10),,False,0.99,1.0,0.95,2.7,0.64,1.01,False,True,False,False,short,1.8,6.31,241,12,False,True,True,False,bullish,False,24,110,205,6,4.92,10,24,72,24,90,20,33,2.87,2.13,0.4223,True,15,0.8765,True,37,2.72,False,20,58,13,False,35,32.2,False,True,0.72,False,11,False,1,0.0,5m,5m,,10.0,0.5,-23.44547084841505,93.78188339366018,0.241397550298278,-2.344547084841505,1.5757107369321333,0.5999999999999789,0.0,5.0,4.0,0.0,1.0,0.0,0.0,50.0,40.0,0.0,10.0,0.0,0.0,"[14, 108, 176]","[1.3, 3.3, 4.9]","[33.33, 33.33, 33.33]"
26,ML-Guided,,False,0.99,1.0,0.79,0.57,1.04,1.0,False,False,False,False,short,3.73,38.4,661,3,False,True,True,False,bullish,False,19,35,86,14,1.0,4,5,59,30,82,28,31,1.2,2.68,0.7286,False,36,0.6438,True,25,2.62,True,22,59,5,True,8,25.1,False,False,0.89,False,11,True,14,0.02,5m,5m,,43.0,0.5581395348837209,-9.251026763276498,44.22878665083825,0.6994144440914799,-0.2151401572854999,8.560212365222569,0.6627906976744009,0.0,23.0,5.0,1.0,5.0,0.0,0.0,67.64705882352942,14.705882352941178,2.941176470588235,14.705882352941178,0.0,0.0,"[20, 76, 272]","[0.5, 3.9]","[50.0, 50.0]"
27,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.75,0.28,1.32,1.0,True,False,False,False,short,3.3,38.56,625,7,True,True,True,False,bearish,False,29,100,195,16,4.52,4,13,61,27,82,14,36,1.38,2.63,0.0814,False,36,0.6438,True,23,1.6,False,20,58,13,False,35,32.2,False,True,2.24,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[12, 74, 208]","[1.1, 1.7]","[50.0, 50.0]"
28,ML-Guided,,False,0.99,1.0,0.33,0.94,1.45,1.0,False,False,False,False,long,4.7,17.13,34,3,False,True,True,False,bullish,False,21,83,104,9,3.46,9,12,67,19,78,14,13,2.41,1.8,0.8789,True,32,0.586,True,21,2.73,False,20,58,13,True,21,16.9,False,False,0.89,True,19,False,1,0.0,5m,5m,,22.0,0.2272727272727271,-21.34504665223101,104.49421501042096,0.4420553465817579,-0.9702293932832275,4.945480001713598,0.7500000000000004,0.0,22.0,0.0,0.0,8.0,0.0,0.0,73.33333333333333,0.0,0.0,26.666666666666668,0.0,0.0,"[13, 125, 230]","[4.7, 4.7]","[50.0, 50.0]"
29,ML-Guided,,False,0.99,1.0,0.31,0.56,1.42,5.96,False,True,False,False,short,1.42,20.83,79,10,True,True,True,False,bearish,False,18,85,160,3,3.09,6,28,58,23,88,3,43,3.9,1.32,0.7181,True,37,0.5239,True,37,3.74,False,20,58,13,True,24,19.3,False,False,0.89,False,11,False,1,0.0,5m,5m,,50.0,0.48,7.362270962672389,33.47245156744102,1.1855758188756624,0.1472454192534477,10.324583564784737,0.7050000000000003,0.0,25.0,5.0,0.0,5.0,0.0,0.0,71.42857142857143,14.285714285714285,0.0,14.285714285714285,0.0,0.0,"[10, 126, 181]","[0.9, 3.4, 3.6]","[33.33, 33.33, 33.33]"
30,ML-Guided,,False,0.99,1.0,0.56,1.42,1.25,1.25,True,True,False,False,short,4.69,39.42,507,3,True,True,True,False,bearish,False,26,78,187,7,0.83,1,14,76,31,96,10,38,3.72,2.87,0.1629,True,38,0.3031,True,48,3.32,False,20,58,13,True,18,17.8,True,True,1.32,False,11,False,1,0.0,5m,5m,,130.0,0.6538461538461539,-49.68442417812583,175.17458969841826,0.5702533228294343,-0.3821878782932756,15.04824265841647,0.582692307692303,0.0,51.0,71.0,4.0,15.0,0.0,0.0,36.17021276595745,50.35460992907801,2.8368794326241136,10.638297872340424,0.0,0.0,"[15, 115, 287]","[0.7, 1.1, 4.7]","[33.33, 33.33, 33.33]"
31,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0445,0.0627,0.0,1.0,0.1,1.0,False,False,False,False,short,3.83,41.24,655,4,False,True,True,False,bearish,False,15,150,144,16,1.54,5,7,66,16,76,1,47,2.67,1.2,0.4734,False,36,0.6438,False,11,1.73,False,20,58,13,True,25,17.9,False,False,0.89,True,5,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[35, 129, 252]",[6.3],[100.0]
32,ML-Guided,,False,0.99,1.0,0.71,0.3,0.94,2.85,False,True,False,False,short,3.69,41.97,133,5,True,True,True,False,bearish,False,7,101,232,16,2.01,8,20,58,43,80,30,57,3.26,1.74,0.8356,True,28,0.5707,True,19,3.08,True,20,31,20,True,17,36.4,True,True,0.54,False,11,True,9,-0.12,5m,5m,,4.0,0.5,3.105169600000016,7.064034710454066,2.596633544500404,0.776292400000004,0.8993303999999999,0.750000000000002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[28, 117, 177]","[1.1, 2.3, 4.1]","[33.33, 33.33, 33.33]"
33,ML-Guided,,False,0.99,1.0,0.12,1.34,1.29,1.0,False,False,False,False,both,3.94,47.35,470,12,False,True,True,False,bullish,False,17,117,148,20,3.85,1,23,76,34,82,16,38,2.93,0.69,0.9649,False,36,0.6438,False,11,1.73,True,13,49,20,True,17,21.3,True,False,0.89,False,11,True,27,-0.15,5m,5m,,16.0,0.4375,-4.789558899280221,43.00236355681797,0.7890960006804655,-0.2993474312050138,3.1425643865263644,0.6562499999999949,0.0,14.0,2.0,0.0,8.0,0.0,0.0,58.333333333333336,8.333333333333332,0.0,33.33333333333333,0.0,0.0,"[43, 125, 173]","[3.0, 4.5]","[50.0, 50.0]"
34,ML-Guided,,False,0.99,1.0,0.92,2.13,1.37,1.0,True,False,False,False,short,0.7,30.78,69,3,True,True,True,False,bullish,False,14,50,86,9,2.41,5,17,76,19,77,12,57,3.72,0.41,0.6838,True,3,0.2056,False,11,1.73,False,20,58,13,True,13,19.2,False,True,1.99,False,11,False,1,0.0,5m,5m,,17.0,0.4705882352941176,-32.306706329594185,157.70012458399174,0.3548750945689279,-1.9003944899761285,3.82365762808432,0.7499999999999702,0.0,7.0,6.0,2.0,0.0,0.0,0.0,46.66666666666666,40.0,13.333333333333334,0.0,0.0,0.0,"[39, 122, 163]",[1.0],[100.0]
35,ML-Guided,,False,0.99,1.0,0.92,1.85,1.15,1.0,True,False,False,False,long,4.47,19.29,374,3,False,True,True,False,bearish,False,10,119,74,9,2.37,5,28,57,23,76,10,19,4.89,1.07,0.5814,True,14,0.1555,True,40,1.81,False,20,58,13,True,37,19.0,False,False,0.89,False,11,False,1,0.0,5m,5m,,11.0,0.4545454545454545,-2.914849858444531,44.51459652102245,0.8540922418502356,-0.2649863507676846,2.4822442106141227,0.7499999999999907,0.0,9.0,0.0,1.0,6.0,0.0,0.0,56.25,0.0,6.25,37.5,0.0,0.0,"[13, 86, 202]",[4.6],[100.0]
36,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0323,0.0672,0.0,1.0,0.1,1.0,False,False,False,False,short,3.42,42.34,109,1,True,True,True,False,bullish,False,4,112,211,9,4.61,3,5,61,40,96,30,50,4.17,0.62,0.1389,True,11,0.7855,True,28,2.86,False,20,58,13,True,39,35.9,False,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[41, 57, 299]",[6.7],[100.0]
