trial,selected_by,error,use_standard_sl_tp,stop_loss_parameter_binance,take_profit_parameter_binance,activation_threshold,trailing_distance,adjustment_step,third_level_trailing_distance,enable_breakeven,enable_trailing_take_profit,filtering_active,beobachten_active,seite,min_price_change_pct_min,min_price_change_pct_max,price_change_lookback_minutes,symbol_observation_hours,close_position,allow_short,allow_long,filter_previous_day,previous_day_direction,require_timeframe_alignment,ema_fast_parameter,ema_slow_parameter,ema_baseline_parameter,back_trend_periode,min_trend_strength_parameter,min_trend_duration_parameter,rsi_period,rsi_buy,rsi_sell,rsi_exit_overbought,rsi_exit_oversold,volume_sma,volume_multiplier,volume_entry_multiplier,min_volume,use_momentum_check,momentum_lookback,momentum,use_bb,bb_period,bb_deviation,use_macd,macd_fast_period,macd_slow_period,macd_signal_period,use_adx,adx_period,adx_threshold,use_vwap,use_advanced_vwap,advanced_vwap_std_threshold,use_obv,obv_period,use_chaikin_money_flow,cmf_period,cmf_threshold,interval_int_2,interval_int_3,symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent,advanced_vwap_periods,take_profit_levels,take_profit_size_percentages
124,ML-Guided,,False,0.99,1.0,0.6,1.72,0.11,1.0,True,False,False,False,short,3.18,29.83,143,6,True,True,True,False,bullish,False,23,102,77,11,1.95,3,26,82,42,94,12,59,3.03,0.8,0.6128,False,36,0.6438,True,47,2.31,False,20,58,13,False,35,32.2,False,False,0.89,True,8,True,17,0.15,5m,5m,,128.0,0.59375,-152.32236238306794,594.5760271377778,0.2593204041738047,-1.1900184561177185,19.572601048772285,0.615234374999979,0.0,51.0,72.0,2.0,6.0,0.0,0.0,38.93129770992366,54.96183206106871,1.5267175572519085,4.580152671755725,0.0,0.0,"[18, 140, 261]","[0.5, 0.8]","[50.0, 50.0]"
125,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0693,0.0373,0.0,1.0,0.1,1.0,False,False,False,False,short,1.57,37.35,71,2,True,True,True,False,bearish,False,7,138,50,3,1.06,3,24,68,42,87,5,10,4.86,1.91,0.8493,True,10,0.2076,False,11,1.73,False,20,58,13,True,27,35.0,True,True,1.16,True,5,True,30,0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 111, 209]",[3.7],[100.0]
126,ML-Guided,,False,0.99,1.0,0.25,5.37,0.78,1.0,False,False,False,False,long,3.65,6.59,138,12,False,True,True,False,bearish,False,5,58,77,20,0.14,3,25,67,16,79,8,42,4.41,1.61,0.8973,False,36,0.6438,True,30,1.59,False,20,58,13,False,35,32.2,True,True,1.49,True,23,True,38,-0.07,5m,5m,,16.0,0.3125,-12.517123034500235,75.53998806823758,0.6196571081093696,-0.7823201896562647,3.593215758274302,0.7499999999999999,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,"[15, 106, 210]",[2.0],[100.0]
127,ML-Guided,,False,0.99,1.0,0.7,2.08,1.32,1.0,True,False,False,False,both,3.9,23.74,133,4,False,True,True,False,bearish,False,30,86,185,8,0.97,3,9,74,36,98,26,13,2.83,1.96,0.8021,False,36,0.6438,True,25,2.18,False,20,58,13,False,35,32.2,True,True,0.94,False,11,False,1,0.0,5m,5m,,91.0,0.3076923076923077,-112.30509669218074,441.0132710390583,0.5556494668488952,-1.234121941672316,20.44719222951776,0.7499999999999972,0.0,46.0,24.0,21.0,32.0,0.0,0.0,37.39837398373984,19.51219512195122,17.073170731707318,26.01626016260163,0.0,0.0,"[38, 72, 281]",[2.3],[100.0]
128,ML-Guided,,False,0.99,1.0,0.72,1.51,0.72,3.74,False,True,False,False,both,1.73,18.24,84,11,False,True,True,False,bullish,False,25,73,123,17,1.2,3,18,56,17,88,8,27,3.03,1.36,0.9914,True,8,0.6509,False,11,1.73,False,20,58,13,True,37,17.7,True,False,0.89,True,14,True,12,-0.06,5m,5m,,156.0,0.4102564102564102,-255.9207421711488,1041.072227267929,0.2193261927159221,-1.6405175780201846,25.45243573789496,0.6538461538461535,0.0,91.0,56.0,0.0,17.0,0.0,0.0,55.487804878048784,34.14634146341464,0.0,10.365853658536585,0.0,0.0,"[36, 72, 295]","[0.7, 2.4, 2.4]","[33.33, 33.33, 33.33]"
129,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0501,0.0647,0.0,1.0,0.1,1.0,False,False,False,False,both,3.21,23.49,30,3,False,True,True,False,bullish,False,29,115,241,8,4.22,6,6,75,23,94,8,45,2.56,1.25,0.8909,False,36,0.6438,True,30,1.73,True,18,53,9,True,21,35.5,False,True,1.17,False,11,True,15,-0.25,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[22, 123, 167]",[6.5],[100.0]
130,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.78,0.3,0.39,1.0,True,False,False,False,short,2.2,5.14,90,4,False,True,True,False,bearish,False,30,84,246,16,3.74,1,20,59,39,82,14,32,4.71,0.56,0.7931,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,False,True,1.41,False,11,True,17,-0.17,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[47, 106, 176]",[1.1],[100.0]
131,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0678,0.0185,0.0,1.0,0.1,1.0,False,False,False,False,short,1.17,31.2,35,12,True,True,True,False,bullish,False,13,33,249,11,4.4,4,18,73,41,81,19,38,2.3,1.55,0.6729,True,20,0.9217,False,11,1.73,False,20,58,13,True,23,17.9,False,False,0.89,False,11,True,9,-0.2,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[23, 111, 236]",[1.8],[100.0]
132,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0424,0.0496,0.0,1.0,0.1,1.0,False,False,False,False,short,3.79,16.65,32,8,True,True,True,False,bullish,False,30,69,94,7,0.11,9,9,74,34,91,4,52,4.08,2.07,0.0828,True,4,0.9135,True,36,1.95,True,24,30,7,False,35,32.2,True,True,1.61,False,11,True,20,0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[41, 93, 173]",[5.0],[100.0]
133,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0253,0.0415,0.0,1.0,0.1,1.0,False,False,False,False,short,2.45,11.87,90,8,False,True,True,False,bearish,False,25,128,94,4,0.72,3,14,56,24,90,14,56,1.46,0.46,0.7609,False,36,0.6438,True,28,3.5,True,7,54,14,True,34,25.5,True,True,1.69,True,5,True,21,-0.16,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[12, 139, 183]",[4.2],[100.0]
134,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.98,4.79,0.08,1.0,True,False,False,False,both,4.19,49.46,229,5,False,True,True,False,bullish,False,14,34,56,5,3.06,3,25,63,28,88,16,23,2.03,0.5,0.6512,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,True,True,1.27,True,19,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[12, 53, 168]","[1.4, 4.3]","[50.0, 50.0]"
135,ML-Guided,,False,0.99,1.0,0.18,3.41,0.81,1.0,True,False,False,False,both,1.79,49.9,79,4,False,True,True,False,bearish,False,16,102,70,17,3.04,3,25,72,21,95,6,56,1.65,0.93,0.5808,True,22,0.5671,False,11,1.73,True,10,34,15,True,14,19.8,True,True,2.42,True,14,False,1,0.0,5m,5m,,8.0,0.125,-48.05658219185633,192.2263287674253,0.1938283197649802,-6.007072773982041,1.784577597932734,0.7499999999999715,0.0,6.0,1.0,1.0,2.0,0.0,0.0,60.0,10.0,10.0,20.0,0.0,0.0,"[49, 106, 196]",[4.7],[100.0]
136,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0271,0.048,0.0,1.0,0.1,1.0,False,False,False,False,short,2.27,29.91,234,5,True,True,True,False,bearish,False,30,95,98,10,0.99,1,30,76,29,98,18,56,4.36,0.78,0.7185,False,36,0.6438,True,39,2.89,True,19,30,7,False,35,32.2,True,True,2.48,False,11,True,26,0.26,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[17, 94, 277]",[4.8],[100.0]
137,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.026,0.0298,0.0,1.0,0.1,1.0,False,False,False,False,long,4.14,45.08,209,12,False,True,True,False,bullish,False,30,47,205,8,4.73,4,6,70,35,97,22,41,1.35,1.65,0.9817,False,36,0.6438,True,12,3.8,False,20,58,13,False,35,32.2,True,True,1.47,False,11,True,11,0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[40, 106, 163]",[3.0],[100.0]
138,ML-Guided,,False,0.99,1.0,0.64,3.33,0.36,4.63,False,True,False,False,both,1.51,33.07,30,8,False,True,True,False,bullish,False,30,109,99,8,3.71,2,14,60,44,96,26,13,3.59,2.74,0.7297,True,31,0.8066,True,11,2.28,False,20,58,13,True,23,27.6,False,True,1.68,False,11,False,1,0.0,5m,5m,,1.0,0.0,-5.840233747794975,23.360934991179903,0.0,-5.840233747794975,0.2231473111034888,0.7499999999999695,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,"[20, 82, 230]","[1.5, 3.1, 3.7]","[33.33, 33.33, 33.33]"
139,ML-Guided,,False,0.99,1.0,0.58,5.35,0.18,1.0,True,False,False,False,both,1.72,24.92,105,10,False,True,True,False,bearish,False,30,64,118,20,3.65,2,28,63,21,94,10,41,2.86,2.7,0.8547,False,36,0.6438,True,34,2.38,False,20,58,13,True,36,34.7,False,False,0.89,True,28,True,12,-0.14,5m,5m,,2.0,0.0,-25.134172767192048,100.5366910687682,0.0,-12.567086383596024,0.4597534886753325,0.7500000000000029,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,"[13, 51, 201]",[1.9],[100.0]
140,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0623,0.0545,0.0,1.0,0.1,1.0,False,False,False,False,short,2.41,10.54,209,12,True,True,True,False,bearish,False,30,62,166,14,2.2,8,13,62,30,75,16,36,4.98,0.51,0.8189,False,36,0.6438,False,11,1.73,True,23,45,11,True,36,37.4,True,True,2.43,False,11,True,38,0.11,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[45, 120, 223]",[5.5],[100.0]
141,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0216,0.0156,0.0,1.0,0.1,1.0,False,False,False,False,long,2.97,35.33,599,2,True,True,True,False,bullish,False,30,67,239,16,0.41,10,10,55,15,89,1,41,4.97,0.94,0.9459,True,21,0.3867,True,38,3.33,False,20,58,13,True,26,24.7,False,True,1.36,False,11,True,20,-0.22,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[17, 133, 249]",[1.6],[100.0]
142,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.78,2.57,0.28,5.61,False,True,False,False,long,3.84,48.6,77,9,False,True,True,False,bearish,False,28,132,80,4,4.08,2,13,67,40,94,2,16,3.68,1.27,0.0954,False,36,0.6438,False,11,1.73,False,20,58,13,True,14,28.7,True,True,0.38,True,19,True,6,-0.21,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[27, 133, 179]","[0.6, 0.9, 2.6]","[33.33, 33.33, 33.33]"
143,ML-Guided,,False,0.99,1.0,0.67,1.73,1.29,1.0,False,False,False,False,short,0.52,45.91,351,10,False,True,True,False,bearish,False,22,90,79,13,2.08,4,23,68,45,79,17,34,4.71,0.85,0.5822,False,36,0.6438,True,30,2.88,False,20,58,13,False,35,32.2,True,False,0.89,False,11,True,38,-0.1,5m,5m,,2.0,1.0,1.2718479750000138,0.0,1000.0,0.6359239875000069,0.223652025,0.3750000000000025,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"[25, 119, 227]","[0.6, 0.6]","[50.0, 50.0]"
144,ML-Guided,,False,0.99,1.0,0.97,1.51,1.17,1.0,False,False,False,False,short,3.19,30.48,532,4,True,True,True,False,bullish,False,4,106,102,8,1.06,1,16,66,39,94,22,20,1.04,1.39,0.7429,True,3,0.8635,False,11,1.73,False,20,58,13,True,26,19.9,False,True,1.35,False,11,True,20,-0.09,5m,5m,,287.0,0.4041811846689895,-363.6487671965327,1458.0690377047133,0.4012053098620545,-1.2670688752492427,52.218726937446526,0.6689895470383062,0.0,130.0,97.0,60.0,39.0,0.0,0.0,39.87730061349693,29.754601226993863,18.404907975460123,11.96319018404908,0.0,0.0,"[50, 148, 239]","[1.8, 2.3]","[50.0, 50.0]"
145,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0325,0.0463,0.0,1.0,0.1,1.0,False,False,False,False,long,4.12,30.06,624,12,True,True,True,False,bullish,False,29,97,154,5,3.27,6,14,69,43,98,19,42,1.67,1.63,0.8201,True,3,0.4689,True,30,2.38,True,11,29,6,True,14,35.9,True,True,1.32,False,11,True,5,-0.08,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[33, 52, 261]",[4.6],[100.0]
146,ML-Guided,,False,0.99,1.0,0.59,3.86,0.61,3.81,True,True,False,False,long,1.72,20.08,621,5,True,True,True,False,bearish,False,30,140,242,12,1.26,3,19,74,32,81,24,25,0.98,2.84,0.704,True,33,0.6234,True,50,2.67,False,20,58,13,False,35,32.2,False,False,0.89,False,11,True,40,0.29,5m,5m,,510.0,0.6529411764705882,-334.3351576050242,1324.4530688028256,0.691694936376796,-0.655559132558871,64.80973915162394,0.6955882352941039,0.0,88.0,271.0,149.0,55.0,0.0,0.0,15.630550621669627,48.13499111900533,26.465364120781526,9.769094138543515,0.0,0.0,"[44, 146, 193]","[1.3, 3.3, 4.4]","[33.33, 33.33, 33.33]"
147,ML-Guided,,False,0.99,1.0,0.6,2.12,1.09,5.78,False,True,False,False,short,0.67,32.87,359,11,False,True,True,False,bullish,False,26,56,149,11,1.28,8,25,80,42,98,21,12,3.12,1.15,0.2142,True,16,0.8166,False,11,1.73,False,20,58,13,True,16,33.0,True,True,0.41,True,13,True,9,-0.17,5m,5m,,1.0,0.0,-5.539182844999984,22.15673137999994,0.0,-5.539182844999984,0.2232828449999999,0.7499999999999577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[30, 144, 155]","[1.8, 2.4, 4.8]","[33.33, 33.33, 33.33]"
148,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0425,0.0338,0.0,1.0,0.1,1.0,False,False,False,False,both,0.57,25.79,609,1,False,True,True,False,bullish,False,21,83,112,8,0.19,3,22,84,25,85,11,22,4.12,0.73,0.5424,True,7,0.7746,False,11,1.73,True,14,45,16,False,35,32.2,False,True,2.37,True,29,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 149, 201]",[3.4],[100.0]
149,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.87,4.24,1.3,1.0,False,False,False,False,long,1.31,26.04,687,11,True,True,True,False,bullish,False,29,99,68,11,4.92,5,14,83,27,91,7,22,2.47,1.65,0.5714,True,27,0.8207,True,28,2.18,False,20,58,13,False,35,32.2,True,True,1.51,True,29,True,38,-0.28,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[24, 95, 185]",[2.5],[100.0]
150,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0651,0.0396,0.0,1.0,0.1,1.0,False,False,False,False,short,0.57,33.54,137,5,False,True,True,False,bullish,False,17,83,116,9,3.35,10,6,83,45,94,18,25,4.35,1.21,0.6201,True,19,0.1043,False,11,1.73,False,20,58,13,False,35,32.2,False,True,1.1,True,20,True,24,-0.01,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 78, 269]",[4.0],[100.0]
151,ML-Guided,,False,0.99,1.0,0.58,5.33,0.58,1.0,True,False,False,False,long,0.61,28.9,528,4,False,True,True,False,bearish,False,3,143,152,9,4.68,1,8,74,21,83,15,10,4.54,1.28,0.3855,True,6,0.752,False,11,1.73,False,20,58,13,False,35,32.2,True,False,0.89,True,24,True,29,0.22,5m,5m,,11.0,0.9090909090909092,-7.156088386249993,43.09839241997887,0.4705205639165031,-0.6505534896590903,1.3485633862500002,0.4090909090909065,0.0,1.0,10.0,0.0,0.0,0.0,0.0,9.090909090909092,90.9090909090909,0.0,0.0,0.0,0.0,"[10, 57, 256]","[0.6, 0.6]","[50.0, 50.0]"
152,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0207,0.044,0.0,1.0,0.1,1.0,False,False,False,False,long,1.11,48.15,521,12,True,True,True,False,bearish,False,17,87,246,10,0.02,8,25,60,44,93,25,57,2.06,1.02,0.7579,True,3,0.968,False,11,1.73,True,7,39,15,False,35,32.2,False,False,0.89,False,11,True,39,-0.15,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[39, 102, 175]",[4.4],[100.0]
153,ML-Guided,,False,0.99,1.0,0.97,4.44,1.32,1.0,False,False,False,False,long,0.58,42.69,505,9,False,True,True,False,bearish,False,9,102,138,16,2.69,10,26,69,19,97,9,58,4.46,1.09,0.9862,True,32,0.5562,False,11,1.73,True,17,46,16,False,35,32.2,False,False,0.89,False,11,False,1,0.0,5m,5m,,218.0,0.555045871559633,-247.19097874741328,681.555343814591,0.6119251705412677,-1.1339035722358408,31.727592014639026,0.712155963302745,0.0,49.0,111.0,54.0,29.0,0.0,0.0,20.16460905349794,45.67901234567901,22.22222222222222,11.934156378600823,0.0,0.0,"[24, 67, 176]","[1.7, 4.2]","[50.0, 50.0]"
154,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0527,0.0375,0.0,1.0,0.1,1.0,False,False,False,False,long,0.6,14.74,710,4,False,True,True,False,bearish,False,29,76,139,11,4.64,5,23,77,31,97,23,39,4.52,0.87,0.8299,True,4,0.6685,False,11,1.73,True,18,47,16,False,35,32.2,True,True,1.66,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[20, 54, 160]",[3.8],[100.0]
155,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0302,0.0165,0.0,1.0,0.1,1.0,False,False,False,False,both,0.6,33.42,651,10,True,True,True,False,bearish,False,22,54,73,16,1.5,10,6,55,31,85,9,57,1.36,0.94,0.8364,True,27,0.8342,True,46,2.05,False,20,58,13,False,35,32.2,True,True,2.02,False,11,True,37,0.05,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[22, 132, 184]",[1.7],[100.0]
156,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0697,0.0286,0.0,1.0,0.1,1.0,False,False,False,False,long,0.88,25.01,107,5,False,True,True,False,bullish,False,11,100,155,3,2.66,4,7,55,45,78,27,17,4.95,2.47,0.0429,True,2,0.1255,False,11,1.73,True,18,40,14,False,35,32.2,True,True,0.49,True,10,True,33,-0.17,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[28, 139, 280]",[2.9],[100.0]
157,ML-Guided,,False,0.99,1.0,0.37,1.66,0.87,3.83,False,True,False,False,short,0.73,9.47,649,3,False,True,True,False,bullish,False,14,60,218,3,3.82,8,23,83,20,90,17,56,4.79,1.37,0.1538,True,30,0.7385,True,40,3.63,True,9,33,13,True,40,18.6,False,False,0.89,True,17,True,32,0.16,5m,5m,,9.0,0.2222222222222222,-26.58622435749988,122.54487312999936,0.1321962746072163,-2.9540249286110973,2.0237743575,0.7499999999999857,0.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[34, 75, 293]","[0.9, 1.5, 4.3]","[33.33, 33.33, 33.33]"
158,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0247,0.0277,0.0,1.0,0.1,1.0,False,False,False,False,long,0.53,42.72,468,1,False,True,True,False,bullish,False,6,100,138,16,1.16,4,15,62,44,78,4,45,1.39,1.06,0.5975,True,40,0.819,True,19,3.12,False,20,58,13,True,14,31.4,True,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[23, 95, 215]",[2.8],[100.0]
159,ML-Guided,,False,0.99,1.0,0.26,4.08,1.13,1.0,True,False,False,False,both,4.04,39.17,328,1,False,True,True,False,bullish,False,10,142,211,12,2.66,2,29,60,45,85,13,14,4.71,1.24,0.2268,True,27,0.3693,False,11,1.73,False,20,58,13,True,13,29.7,True,True,0.97,False,11,True,29,-0.29,5m,5m,,3.0,0.6666666666666666,4.888205401610849,25.931240618556615,1.7540256902499,1.6294018005369495,0.4462494952963917,0.5000000000000001,0.0,1.0,2.0,0.0,1.0,0.0,0.0,25.0,50.0,0.0,25.0,0.0,0.0,"[18, 123, 286]","[4.5, 4.8]","[50.0, 50.0]"
160,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.017,0.0699,0.0,1.0,0.1,1.0,False,False,False,False,both,2.56,27.19,559,6,False,True,True,False,bearish,False,30,135,195,19,4.42,6,5,67,16,80,6,52,4.98,1.8,0.2291,False,36,0.6438,True,24,3.7,True,20,29,16,True,9,22.1,True,True,0.4,True,16,True,40,-0.05,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[49, 101, 169]",[7.0],[100.0]
161,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.31,0.72,0.05,1.0,True,False,False,False,long,0.55,14.75,567,3,True,True,True,False,bearish,False,12,34,81,14,4.0,3,21,80,45,97,5,12,1.32,0.97,0.6802,True,15,0.6958,False,11,1.73,False,20,58,13,True,39,19.7,True,True,1.02,True,25,True,27,-0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[17, 124, 188]","[1.9, 3.6]","[50.0, 50.0]"
162,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0561,0.051,0.0,1.0,0.1,1.0,False,False,False,False,both,0.57,38.99,474,7,False,True,True,False,bullish,False,16,109,76,13,4.27,7,13,63,37,89,7,40,4.05,1.52,0.9749,True,9,0.8221,True,27,1.77,False,20,58,13,False,35,32.2,True,False,0.89,True,18,True,30,-0.07,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[24, 102, 248]",[5.1],[100.0]
163,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.89,4.23,1.04,1.0,False,False,False,False,short,1.12,14.55,560,12,False,True,True,False,bullish,False,29,43,176,5,2.55,6,10,67,34,75,22,30,4.86,0.97,0.7557,True,37,0.4205,False,11,1.73,False,20,58,13,True,37,19.3,False,True,1.26,True,21,True,29,-0.04,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[31, 52, 196]",[3.2],[100.0]
164,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0543,0.0324,0.0,1.0,0.1,1.0,False,False,False,False,long,3.48,8.68,178,4,True,True,True,False,bullish,False,10,96,69,19,2.87,7,21,55,36,78,11,31,4.73,0.84,0.9155,False,36,0.6438,True,45,1.83,False,20,58,13,True,13,20.7,True,False,0.89,False,11,True,26,0.03,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 65, 227]",[3.2],[100.0]
165,ML-Guided,,False,0.99,1.0,0.19,0.52,0.58,1.64,True,True,False,False,long,0.6,49.95,145,8,True,True,True,False,bullish,False,28,81,224,20,1.45,3,6,65,45,81,26,42,3.84,2.65,0.0819,True,27,0.5739,True,27,3.36,True,13,38,5,False,35,32.2,False,True,1.95,True,7,True,13,0.25,5m,5m,,18.0,0.0,-25.76105570754304,103.04422283017216,0.0,-1.4311697615301686,4.052381096424996,0.7499999999999747,0.0,17.0,0.0,1.0,2.0,0.0,0.0,85.0,0.0,5.0,10.0,0.0,0.0,"[38, 92, 241]","[1.0, 3.3, 4.6]","[33.33, 33.33, 33.33]"
166,ML-Guided,,False,0.99,1.0,0.11,2.51,0.86,5.68,False,True,False,False,short,3.2,15.97,719,12,True,True,True,False,bullish,False,18,115,195,14,0.01,10,5,68,45,95,18,40,1.44,1.2,0.5901,False,36,0.6438,True,35,3.18,True,7,29,7,False,35,32.2,False,False,0.89,True,10,True,38,-0.2,5m,5m,,501.0,0.6027944111776448,-412.003161878674,1627.1922158655866,0.4766011826510167,-0.8223616005562355,65.69549822215717,0.7230538922155598,0.0,112.0,229.0,159.0,85.0,0.0,0.0,19.14529914529915,39.14529914529915,27.17948717948718,14.529914529914532,0.0,0.0,"[26, 103, 208]","[0.5, 2.6, 4.6]","[33.33, 33.33, 33.33]"
