trial,selected_by,error,use_standard_sl_tp,stop_loss_parameter_binance,take_profit_parameter_binance,activation_threshold,trailing_distance,adjustment_step,third_level_trailing_distance,enable_breakeven,enable_trailing_take_profit,filtering_active,beobachten_active,seite,min_price_change_pct_min,min_price_change_pct_max,price_change_lookback_minutes,symbol_observation_hours,close_position,allow_short,allow_long,filter_previous_day,previous_day_direction,require_timeframe_alignment,ema_fast_parameter,ema_slow_parameter,ema_baseline_parameter,back_trend_periode,min_trend_strength_parameter,min_trend_duration_parameter,rsi_period,rsi_buy,rsi_sell,rsi_exit_overbought,rsi_exit_oversold,volume_sma,volume_multiplier,volume_entry_multiplier,min_volume,use_momentum_check,momentum_lookback,momentum,use_bb,bb_period,bb_deviation,use_macd,macd_fast_period,macd_slow_period,macd_signal_period,use_adx,adx_period,adx_threshold,use_vwap,use_advanced_vwap,advanced_vwap_std_threshold,use_obv,obv_period,use_chaikin_money_flow,cmf_period,cmf_threshold,interval_int_2,interval_int_3,symbol,total_trades,win_rate,total_profit,max_drawdown,profit_factor,avg_profit,total_commission,avg_slippage,total_slippage,stop_loss_hits,take_profit_hits,signal_exits,trailing_stop_hits,observation_timeout_exits,backtest_end_exits,stop_loss_percent,take_profit_percent,signal_exits_percent,trailing_stop_percent,observation_timeout_percent,backtest_end_percent,advanced_vwap_periods,take_profit_levels,take_profit_size_percentages
167,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0626,0.0453,0.0,1.0,0.1,1.0,False,False,False,False,both,3.91,42.93,109,4,True,True,True,False,bullish,False,7,110,211,17,1.52,4,9,83,44,88,20,60,0.93,0.92,0.9757,True,9,0.9623,False,11,1.73,False,20,58,13,False,35,32.2,False,True,0.85,False,11,True,38,-0.04,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[20, 105, 178]",[4.5],[100.0]
168,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0651,0.0282,0.0,1.0,0.1,1.0,False,False,False,False,long,0.58,27.18,345,7,True,True,True,False,bullish,False,15,77,166,15,4.71,3,24,71,45,90,19,30,4.81,2.72,0.2363,False,36,0.6438,True,24,2.04,True,16,33,18,False,35,32.2,True,True,2.14,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[35, 138, 233]",[2.8],[100.0]
169,ML-Guided,,False,0.99,1.0,0.56,4.35,0.5,1.0,True,False,False,False,both,1.3,38.68,392,2,True,True,True,False,bullish,False,7,143,57,4,3.82,4,25,82,15,89,3,15,3.15,0.78,0.0175,False,36,0.6438,False,11,1.73,False,20,58,13,True,40,35.0,True,True,2.5,True,23,True,39,0.18,5m,5m,,1.0,0.0,-0.7000143429593609,2.80005737183744,0.0,-0.7000143429593609,0.2245389639205674,0.7500000000000161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[27, 129, 248]",[1.3],[100.0]
170,ML-Guided,,False,0.99,1.0,0.42,0.39,1.43,5.83,True,True,False,False,both,4.13,44.22,299,12,True,True,True,False,bearish,False,28,84,189,20,3.77,5,25,75,29,96,13,38,4.85,2.47,0.2797,False,36,0.6438,False,11,1.73,True,16,56,11,False,35,32.2,True,False,0.89,True,23,True,38,0.2,5m,5m,,1.0,0.0,-1.1968374337499956,4.787349734999978,0.0,-1.1968374337499956,0.22476243375,0.7499999999999982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"[17, 88, 215]","[1.7, 1.7, 2.9]","[33.33, 33.33, 33.33]"
171,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0537,0.0684,0.0,1.0,0.1,1.0,False,False,False,False,long,1.67,26.07,333,11,True,True,True,False,bullish,False,3,142,231,9,1.87,3,22,80,45,85,25,20,3.25,2.37,0.8525,False,36,0.6438,False,11,1.73,True,8,45,11,False,35,32.2,False,True,1.61,False,11,True,38,-0.1,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[21, 92, 252]",[6.8],[100.0]
172,ML-Guided,,False,0.99,1.0,0.19,2.47,0.5,1.0,True,False,False,False,short,3.18,48.72,158,2,True,True,True,False,bullish,False,8,115,249,20,4.17,4,15,81,38,94,18,27,2.05,0.65,0.0266,False,36,0.6438,True,31,2.32,False,20,58,13,False,35,32.2,True,True,1.79,False,11,True,40,0.21,5m,5m,,30.0,0.5333333333333333,-12.51329673444039,72.09559485928332,0.7855386323527591,-0.417109891148013,4.93335464192343,0.5749999999999954,0.0,14.0,15.0,1.0,12.0,0.0,0.0,33.33333333333333,35.714285714285715,2.380952380952381,28.57142857142857,0.0,0.0,"[19, 111, 177]","[2.3, 2.8]","[50.0, 50.0]"
173,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0625,0.0397,0.0,1.0,0.1,1.0,False,False,False,False,short,3.2,37.69,143,9,False,True,True,False,bullish,False,16,37,226,3,0.46,4,23,68,36,97,27,60,3.32,2.52,0.8326,True,19,0.8469,True,18,3.36,False,20,58,13,True,21,30.4,True,False,0.89,True,14,True,40,-0.08,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 83, 154]",[4.0],[100.0]
174,ML-Guided,,False,0.99,1.0,0.87,1.6,0.68,1.0,False,False,False,False,long,0.54,13.15,425,2,False,True,True,False,bullish,False,8,33,215,20,1.24,6,13,83,16,97,3,53,3.63,0.46,0.8241,False,36,0.6438,True,45,3.86,True,24,37,12,True,40,31.9,False,True,1.9,False,11,True,40,0.08,5m,5m,,87.0,0.4137931034482758,-71.1406947696884,211.1263065978104,0.5882802708667805,-0.8177091352837746,16.444203003308537,0.7241379310344541,0.0,67.0,19.0,1.0,30.0,0.0,0.0,57.26495726495726,16.23931623931624,0.8547008547008548,25.64102564102564,0.0,0.0,"[29, 56, 209]","[2.4, 4.7]","[50.0, 50.0]"
175,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0679,0.0235,0.0,1.0,0.1,1.0,False,False,False,False,short,0.82,15.37,66,12,True,True,True,False,bearish,False,9,68,93,11,1.93,1,10,70,34,85,3,14,1.93,0.74,0.1746,True,38,0.8182,False,11,1.73,True,8,38,9,False,35,32.2,True,False,0.89,False,11,True,40,0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[43, 62, 252]",[2.4],[100.0]
176,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0478,0.0601,0.0,1.0,0.1,1.0,False,False,False,False,short,0.96,11.61,707,11,False,True,True,False,bearish,False,18,110,228,17,3.25,2,6,79,45,92,15,44,4.78,0.76,0.7255,True,11,0.1651,False,11,1.73,False,20,58,13,False,35,32.2,True,True,0.96,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 87, 175]",[6.0],[100.0]
177,ML-Guided,,False,0.99,1.0,0.79,2.74,1.14,1.0,True,False,False,False,both,0.56,28.17,661,5,False,True,True,False,bearish,False,4,78,174,7,3.54,6,8,66,15,89,1,32,4.03,0.41,0.7324,False,36,0.6438,True,26,3.52,False,20,58,13,False,35,32.2,False,False,0.89,False,11,False,1,0.0,5m,5m,,133.0,0.6090225563909775,-31.921208518217306,195.0825425696228,0.8377307757754374,-0.2400090866031376,18.87817845329708,0.6428571428571376,0.0,46.0,73.0,9.0,21.0,0.0,0.0,30.87248322147651,48.99328859060403,6.04026845637584,14.093959731543624,0.0,0.0,"[45, 67, 263]","[0.5, 2.4]","[50.0, 50.0]"
178,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0373,0.0326,0.0,1.0,0.1,1.0,False,False,False,False,long,0.52,46.56,119,4,False,True,True,False,bearish,False,28,119,228,11,0.52,1,23,57,39,98,2,60,1.42,2.0,0.4251,False,36,0.6438,False,11,1.73,False,20,58,13,True,39,34.7,False,True,2.41,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 137, 292]",[3.3],[100.0]
179,ML-Guided,,False,0.99,1.0,0.62,3.38,1.01,1.0,False,False,False,False,both,0.58,35.09,409,4,True,True,True,False,bearish,False,25,102,164,9,0.88,9,8,64,34,98,17,44,4.36,1.23,0.4741,True,7,0.0454,True,33,2.84,False,20,58,13,False,35,32.2,False,False,0.89,True,24,False,1,0.0,5m,5m,,58.0,0.4482758620689655,-0.6694442931325694,177.1098678022003,0.996595029767788,-0.0115421429850443,13.08476588319646,0.7499999999999862,0.0,12.0,18.0,28.0,7.0,0.0,0.0,18.461538461538463,27.692307692307693,43.07692307692308,10.76923076923077,0.0,0.0,"[39, 141, 244]",[4.0],[100.0]
180,ML-Guided,,False,0.99,1.0,0.53,5.15,1.46,3.28,False,True,False,False,short,2.35,14.02,545,11,True,True,True,False,bullish,False,25,147,85,7,2.17,6,11,60,29,95,22,10,4.85,1.76,0.5529,True,39,0.0685,False,11,1.73,False,20,58,13,False,35,32.2,True,True,0.63,True,26,False,1,0.0,5m,5m,,5.0,0.6,-10.180219681569898,55.87945996364234,0.2712728656867048,-2.0360439363139795,0.6772513357556164,0.5999999999999903,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,"[34, 114, 166]","[2.0, 2.2, 4.0]","[33.33, 33.33, 33.33]"
181,ML-Guided,,False,0.99,1.0,0.31,2.79,0.41,2.56,True,True,False,False,short,0.52,40.85,174,10,True,True,True,False,bearish,False,27,130,205,19,2.5,6,24,75,21,90,10,27,3.82,1.51,0.4967,False,36,0.6438,True,46,1.97,False,20,58,13,True,13,34.8,True,True,0.78,False,11,False,1,0.0,5m,5m,,10.0,0.7,3.433032324156762,9.1715806590253,1.9970139182163915,0.3433032324156762,1.119576326107381,0.674999999999992,0.0,5.0,5.0,0.0,3.0,0.0,0.0,38.46153846153847,38.46153846153847,0.0,23.07692307692308,0.0,0.0,"[43, 85, 266]","[0.9, 3.8, 4.4]","[33.33, 33.33, 33.33]"
182,ML-Guided,,False,0.99,1.0,0.29,5.76,1.22,4.63,False,True,False,False,both,1.87,18.7,613,4,False,True,True,False,bullish,False,11,60,244,6,1.59,3,10,55,45,76,16,43,1.74,0.69,0.9185,False,36,0.6438,True,14,2.26,True,7,31,17,False,35,32.2,True,False,0.89,True,19,False,1,0.0,5m,5m,,16.0,0.75,33.125914378755574,17.473129133540183,2.866977207224256,2.0703696486722234,1.8004272612258334,0.6562499999999948,0.0,2.0,10.0,4.0,1.0,0.0,0.0,11.76470588235294,58.82352941176471,23.52941176470588,5.88235294117647,0.0,0.0,"[44, 115, 269]","[1.8, 4.3, 4.5]","[33.33, 33.33, 33.33]"
183,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0655,0.0675,0.0,1.0,0.1,1.0,False,False,False,False,both,0.56,24.43,450,3,True,True,True,False,bullish,False,19,33,179,8,1.79,2,16,70,17,88,6,27,2.66,0.81,0.6627,True,33,0.7798,False,11,1.73,True,8,27,7,True,16,33.0,False,True,2.41,True,7,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 143, 177]",[6.8],[100.0]
184,ML-Guided,,False,0.99,1.0,0.73,3.51,1.18,4.71,True,True,False,False,short,0.54,6.43,667,5,False,True,True,False,bearish,False,12,118,141,9,1.16,1,27,58,18,76,10,38,1.57,2.24,0.1895,True,5,0.872,True,44,2.31,False,20,58,13,False,35,32.2,True,True,1.53,True,12,True,9,-0.29,5m,5m,,9.0,0.1111111111111111,-57.72311027861128,230.89244111444512,0.0171260536329931,-6.413678919845697,1.798778201615025,0.7499999999999868,0.0,3.0,1.0,5.0,0.0,0.0,0.0,33.33333333333333,11.11111111111111,55.55555555555556,0.0,0.0,0.0,"[14, 72, 159]","[1.3, 2.4, 4.9]","[33.33, 33.33, 33.33]"
185,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0264,0.0229,0.0,1.0,0.1,1.0,False,False,False,False,long,0.53,41.82,405,11,True,True,True,False,bearish,False,22,121,86,8,3.33,5,8,66,38,95,20,24,4.9,1.48,0.9076,False,36,0.6438,True,14,3.49,True,15,46,12,True,36,20.8,False,True,0.52,False,11,True,30,0.21,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[15, 136, 265]",[2.3],[100.0]
186,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.59,5.1,0.4,1.0,False,False,False,False,both,4.1,15.68,305,4,True,True,True,False,bullish,False,13,46,139,14,2.24,3,11,82,45,90,12,11,4.73,2.98,0.9169,True,7,0.1055,True,29,4.0,True,9,34,17,True,17,16.9,False,False,0.89,False,11,True,27,-0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[25, 60, 229]","[0.5, 1.8]","[50.0, 50.0]"
187,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0373,0.0176,0.0,1.0,0.1,1.0,False,False,False,False,long,0.5,39.11,246,3,False,True,True,False,bullish,False,26,59,55,17,1.68,10,20,70,16,92,5,21,3.71,2.08,0.6157,False,36,0.6438,False,11,1.73,True,21,46,11,False,35,32.2,True,True,1.34,True,17,True,15,-0.1,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[29, 89, 203]",[1.8],[100.0]
188,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.068,0.0152,0.0,1.0,0.1,1.0,False,False,False,False,short,0.53,12.32,232,7,True,True,True,False,bearish,False,15,32,232,8,2.85,7,24,77,30,96,4,44,4.85,1.5,0.1297,False,36,0.6438,True,49,1.73,True,12,26,6,False,35,32.2,True,True,1.56,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 78, 208]",[1.5],[100.0]
189,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.047,0.0155,0.0,1.0,0.1,1.0,False,False,False,False,long,2.42,17.79,432,8,True,True,True,False,bullish,False,20,98,108,7,4.61,8,6,85,45,90,21,45,2.21,2.68,0.2759,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,False,False,0.89,True,17,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[27, 126, 216]",[1.6],[100.0]
190,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.021,0.0383,0.0,1.0,0.1,1.0,False,False,False,False,both,0.52,20.65,319,9,True,True,True,False,bullish,False,26,109,136,18,4.51,1,15,80,28,88,4,12,3.1,1.22,0.0196,True,31,0.4302,False,11,1.73,True,15,57,13,True,25,36.5,True,True,2.33,True,18,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[20, 52, 264]",[3.8],[100.0]
191,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0545,0.0423,0.0,1.0,0.1,1.0,False,False,False,False,long,0.55,10.54,477,10,True,True,True,False,bearish,False,5,121,170,17,4.27,10,17,68,18,88,3,13,0.93,2.91,0.5814,True,13,0.5667,False,11,1.73,True,10,46,17,True,7,17.7,True,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[26, 141, 171]",[4.2],[100.0]
192,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0247,0.0682,0.0,1.0,0.1,1.0,False,False,False,False,short,2.55,23.56,514,7,True,True,True,False,bearish,False,4,91,73,6,3.33,5,28,63,45,82,16,49,3.22,0.67,0.9276,True,25,0.4685,False,11,1.73,False,20,58,13,True,8,22.8,True,False,0.89,False,11,True,22,-0.19,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[48, 82, 197]",[6.8],[100.0]
193,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0627,0.0324,0.0,1.0,0.1,1.0,False,False,False,False,both,0.53,29.9,340,12,False,True,True,False,bearish,False,12,97,141,10,4.66,7,28,61,23,85,13,56,3.18,2.47,0.2072,True,36,0.2198,True,14,2.46,True,13,33,20,False,35,32.2,True,True,0.8,False,11,True,35,0.01,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[16, 145, 181]",[3.2],[100.0]
194,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0249,0.018,0.0,1.0,0.1,1.0,False,False,False,False,both,0.56,6.22,198,3,True,True,True,False,bearish,False,8,113,117,20,1.66,5,30,71,38,76,25,15,1.03,0.84,0.3324,True,20,0.6006,False,11,1.73,False,20,58,13,False,35,32.2,False,True,1.47,False,11,True,40,-0.04,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[30, 121, 274]",[1.8],[100.0]
195,ML-Guided,,False,0.99,1.0,0.67,0.84,0.96,4.97,True,True,False,False,long,2.79,41.45,650,12,True,True,True,False,bearish,False,19,115,217,17,2.51,2,17,65,45,83,5,60,0.83,1.86,0.4308,True,28,0.4133,True,28,3.8,True,12,54,20,True,11,35.4,False,False,0.89,False,11,True,20,-0.2,5m,5m,,30.0,0.5333333333333333,-1.3921575885160766,46.11213005150486,0.9437415500763048,-0.0464052529505358,6.756444360996521,0.749999999999988,0.0,30.0,0.0,0.0,19.0,0.0,0.0,61.224489795918366,0.0,0.0,38.775510204081634,0.0,0.0,"[13, 130, 181]","[2.0, 3.2, 4.0]","[33.33, 33.33, 33.33]"
196,ML-Guided,,False,0.99,1.0,0.65,5.37,0.46,1.0,False,False,False,False,both,2.39,38.6,286,2,False,True,True,False,bearish,False,11,115,59,19,2.06,8,29,73,45,96,11,36,2.3,2.68,0.3432,True,34,0.7188,False,11,1.73,True,21,58,12,False,35,32.2,False,True,2.14,True,5,False,1,0.0,5m,5m,,137.0,0.4890510948905109,-285.31978349261163,1209.320132901266,0.4492667573114789,-2.082626156880377,22.44920824113684,0.7116788321167639,0.0,8.0,66.0,63.0,3.0,0.0,0.0,5.714285714285714,47.14285714285714,45.0,2.142857142857143,0.0,0.0,"[35, 51, 235]","[2.2, 3.8]","[50.0, 50.0]"
197,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0282,0.0414,0.0,1.0,0.1,1.0,False,False,False,False,both,4.76,35.51,284,7,True,True,True,False,bearish,False,18,54,247,15,3.17,1,5,59,45,92,22,10,4.84,0.84,0.154,True,24,0.2718,False,11,1.73,True,21,47,14,True,32,38.7,False,True,0.4,False,11,True,40,-0.03,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[37, 146, 153]",[4.1],[100.0]
198,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.11,0.26,0.62,1.0,True,False,False,False,both,0.87,35.69,279,6,True,True,True,False,bearish,False,28,108,231,19,4.89,3,11,74,45,89,10,38,3.65,2.21,0.9577,False,36,0.6438,False,11,1.73,True,5,26,5,True,36,35.7,True,True,2.11,False,11,True,31,-0.13,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[40, 147, 159]",[4.6],[100.0]
199,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0359,0.0249,0.0,1.0,0.1,1.0,False,False,False,False,both,0.52,16.51,360,1,True,True,True,False,bullish,False,13,84,74,6,3.24,10,5,67,40,77,29,53,1.1,1.68,0.2014,False,36,0.6438,False,11,1.73,False,20,58,13,True,32,33.0,True,True,1.82,False,11,True,35,-0.15,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[34, 66, 218]",[2.5],[100.0]
200,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0262,0.0609,0.0,1.0,0.1,1.0,False,False,False,False,long,1.43,45.68,95,1,True,True,True,False,bullish,False,7,144,154,3,3.04,10,18,83,45,90,23,45,1.43,0.44,0.8485,True,28,0.5342,True,12,2.2,False,20,58,13,False,35,32.2,False,False,0.89,False,11,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[41, 101, 271]",[6.1],[100.0]
201,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.4,2.27,0.34,2.02,False,True,False,False,both,0.5,32.42,83,12,True,True,True,False,bearish,False,19,122,93,14,3.61,2,25,58,42,90,3,45,4.79,0.44,0.3108,True,26,0.492,False,11,1.73,True,23,31,7,False,35,32.2,False,True,0.48,False,11,True,30,-0.12,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[48, 95, 284]","[0.8, 2.0, 2.6]","[33.33, 33.33, 33.33]"
202,ML-Guided,,False,0.99,1.0,0.28,0.94,1.41,1.0,True,False,False,False,both,0.51,38.39,173,11,True,True,True,False,bearish,False,7,112,110,18,1.43,6,7,65,20,75,17,44,4.12,2.62,0.0993,False,36,0.6438,False,11,1.73,True,8,39,20,True,35,22.5,True,False,0.89,True,12,True,8,-0.06,5m,5m,,87.0,0.057471264367816,-184.1438460053821,736.5753840215285,0.0403703683547717,-2.116595931096346,19.58863516934905,0.7499999999999964,0.0,86.0,0.0,1.0,18.0,0.0,0.0,81.9047619047619,0.0,0.9523809523809524,17.142857142857142,0.0,0.0,"[23, 74, 240]",[4.3],[100.0]
203,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0407,0.0382,0.0,1.0,0.1,1.0,False,False,False,False,short,4.88,30.02,634,1,True,True,True,False,bullish,False,29,58,197,6,1.85,6,11,78,19,87,4,28,3.11,1.6,0.1077,False,36,0.6438,True,28,3.21,True,5,35,12,True,20,17.8,False,True,1.7,False,11,True,40,-0.2,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[13, 106, 245]",[3.8],[100.0]
204,ML-Guided,No trades or total_symbol_performance.csv not generated,False,0.99,1.0,0.29,2.18,0.17,1.0,True,False,False,False,both,0.51,48.45,576,7,True,True,True,False,bullish,False,8,58,156,5,2.66,3,12,61,43,86,2,47,4.51,0.55,0.3132,True,25,0.4377,False,11,1.73,True,10,38,10,False,35,32.2,True,True,2.28,True,28,False,1,0.0,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[34, 79, 257]","[1.9, 3.1]","[50.0, 50.0]"
205,ML-Guided,,False,0.99,1.0,0.99,3.95,0.61,2.27,False,True,False,False,both,0.52,8.96,412,4,True,True,True,False,bearish,False,10,107,82,3,4.49,5,26,59,30,81,27,55,1.65,0.47,0.1665,False,36,0.6438,True,46,2.33,False,20,58,13,False,35,32.2,False,True,1.51,False,11,True,38,-0.17,5m,5m,,38.0,0.6842105263157895,-23.4795572065812,151.65302574434432,0.7168796581354926,-0.6178830843837159,4.280656478164235,0.5921052631578931,0.0,7.0,26.0,5.0,6.0,0.0,0.0,15.909090909090908,59.09090909090909,11.363636363636363,13.636363636363637,0.0,0.0,"[30, 129, 238]","[1.4, 4.0, 4.8]","[33.33, 33.33, 33.33]"
206,ML-Guided,,False,0.99,1.0,0.82,1.14,1.11,1.0,True,False,False,False,long,1.58,45.95,124,9,False,True,True,False,bearish,False,12,84,232,19,1.86,7,11,75,40,79,5,45,4.99,2.64,0.7867,True,22,0.931,False,11,1.73,False,20,58,13,False,35,32.2,True,False,0.89,True,23,False,1,0.0,5m,5m,,3.0,0.3333333333333333,-5.290898056278922,24.599969220000148,0.1396902965264946,-1.7636326854263074,0.6738299856317912,0.7499999999999777,0.0,3.0,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,"[15, 116, 168]","[2.9, 4.5]","[50.0, 50.0]"
207,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.04,0.0223,0.0,1.0,0.1,1.0,False,False,False,False,short,4.68,48.13,293,11,True,True,True,False,bearish,False,22,110,112,16,4.0,9,19,82,45,90,27,48,4.83,2.1,0.2698,False,36,0.6438,False,11,1.73,False,20,58,13,True,28,22.6,False,True,1.94,True,24,True,30,-0.05,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[18, 95, 264]",[2.2],[100.0]
208,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.063,0.022,0.0,1.0,0.1,1.0,False,False,False,False,long,1.95,7.14,352,11,False,True,True,False,bearish,False,7,76,174,12,2.14,4,17,55,44,77,18,44,4.89,2.01,0.584,False,36,0.6438,False,11,1.73,False,20,58,13,False,35,32.2,True,True,0.66,False,11,True,22,-0.16,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[39, 60, 195]",[2.2],[100.0]
209,ML-Guided,,False,0.99,1.0,0.53,0.7,1.16,2.23,False,True,False,False,both,0.53,26.5,64,1,False,True,True,False,bullish,False,21,63,124,10,3.82,8,10,77,36,94,6,52,4.93,2.08,0.2022,True,35,0.9247,True,37,2.03,False,20,58,13,True,18,15.6,True,False,0.89,False,11,False,1,0.0,5m,5m,,1.0,1.0,1.939207428774206,0.0,1000.0,1.939207428774206,0.2233518483253052,0.7499999999999839,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,"[12, 67, 283]","[1.9, 2.5, 2.7]","[33.33, 33.33, 33.33]"
210,ML-Guided,No trades or total_symbol_performance.csv not generated,True,0.0482,0.0529,0.0,1.0,0.1,1.0,False,False,False,False,long,2.78,38.19,425,7,True,True,True,False,bullish,False,10,70,148,9,3.5,9,20,70,22,82,13,48,4.85,1.2,0.118,True,36,0.3128,True,44,1.9,False,20,58,13,True,9,22.1,True,False,0.89,False,11,True,5,-0.29,5m,5m,,,,,,,,,,,,,,,,,,,,,,,"[42, 112, 300]",[5.3],[100.0]
